OID_,Name,OriginID,DestinationID,DestinationRank,Total_Length,Total_Walk_NLS,Total_Walk_Tobler,Total_Walk_2D,Shape_Length
39,2850 - 169097,39,1,1,695.060577415843795,10.252854477741735,10.957263517201685,9.416317076450994,
40,2851 - 169097,40,1,1,901.636237444413268,12.468411300024510,12.665550755157817,12.311307745241669,
41,2852 - 169097,41,1,1,1511.074935620408723,20.958289642206527,20.766225135682127,20.646253115962597,
42,2853 - 169097,42,1,1,928.903858811998930,13.516875122013342,13.666993455712136,12.970279519621839,
43,2854 - 169097,43,1,1,2203.124195740747382,30.806978530439846,29.331163467433736,30.107617604603828,
44,2855 - 169097,44,1,1,388.282609952013502,5.640889272487439,6.283457764678758,5.275527950420585,
45,2856 - 169097,45,1,1,1157.281807734474569,16.048288693423959,16.233544892041675,15.803340797778869,
46,2857 - 169097,46,1,1,370.513999142494015,5.841281049212504,6.593045190509353,4.955574737387082,
47,2858 - 169097,47,1,1,410.134502926180801,6.744490990482801,8.263081987338348,5.442885119627491,
48,2859 - 169097,48,1,1,1176.960594692190625,17.884460933105224,18.166860568683934,16.367910795099778,
49,2860 - 169097,49,1,1,1479.947244853319489,20.702604808166406,20.028955151459485,20.203145138840565,
50,2861 - 169097,50,1,1,1946.681420224027988,28.887200143176894,28.995110485543911,26.456031203902281,
51,2862 - 169097,51,1,1,1433.382401537003034,21.439614736230634,22.167196751481658,19.447652317262186,
52,2863 - 169097,52,1,1,1826.383273765774902,25.650552053964141,24.828875757279587,24.945067486053983,
53,2864 - 169097,53,1,1,1165.546806295643819,16.191852418274365,16.265497283909646,15.918478464668040,
54,2865 - 169097,54,1,1,1482.246818606925444,20.504407300635805,20.059105764517611,20.257349355504260,
55,2866 - 169097,55,1,1,1248.436345407395720,18.803329813235479,20.080115718171463,16.930586404949405,
56,2867 - 169097,56,1,1,2413.184792196342187,33.728831352629200,31.775986942467433,32.989242153863479,
57,2868 - 169097,57,1,1,1816.593362750141068,26.918901036844900,27.508999063576212,24.683743323752541,
58,2869 - 169097,58,1,1,593.996394832871715,8.506857629398240,9.215836012830424,8.084129859151275,
59,2870 - 169097,59,1,1,1770.568721544766277,26.138091830466454,26.819641308656394,24.065751742133322,
60,2871 - 169097,60,1,1,1525.907749318416791,22.480350132243096,21.979838940389055,20.756147417133864,
61,2872 - 169097,61,1,1,951.381820005592772,13.358384086584591,13.417578470309172,12.986182201533079,
